accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,taxon_9,taxon_10,name,source,env_material,env_biome,biotic_relationship,specific_host,host_name,geo_loc_name,publication,authors,journal,organism_gb,clone_gb ,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
GU820771.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,SYMBT2,SYMBT2,SYMBT2,SYMBT2,AB5F13RJ5E03 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,AB5F13RJ5E03,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820772.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,Postgaardida,Postgaardida,Postgaardida,Postgaardida,AB5F15RJ6G05 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,AB5F15RJ6G05,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820774.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,SYMBT2,SYMBT2,SYMBT2,SYMBT2,BCI5F14RJ1A10 ,environmental,micro-oxic water (ENVO missing),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,BCI5F14RJ1A10,"micro-oxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820775.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,SYMBT2,SYMBT2,SYMBT2,SYMBT2,BCB5F15RM1A02 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,BCB5F15RM1A02,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820776.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,Postgaardida,Postgaardida,Postgaardida,Postgaardida,AB5F15RM2H09 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,AB5F15RM2H09,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820777.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,Postgaardida,Postgaardida,Postgaardida,Postgaardida,BCB5F13RM2F10 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,BCB5F13RM2F10,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820778.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,Postgaardida,Postgaardida,Postgaardida,Postgaardida,BCI5F15RM2B03 ,environmental,micro-oxic water (ENVO missing),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,BCI5F15RM2B03,"micro-oxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820779.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,SYMBT1,SYMBT1,SYMBT1,SYMBT1,AB5F15RM5H06 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,AB5F15RM5H06,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820780.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,Postgaardida,Postgaardida,Postgaardida,Postgaardida,BC95F15RM3C07 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,BC95F15RM3C07,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820781.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,SYMBT2,SYMBT2,SYMBT2,SYMBT2,AB5F15RJ5E11 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,AB5F15RJ5E11,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820782.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,Postgaardida,Postgaardida,Postgaardida,Postgaardida,BCB5F15RM3B05 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,BCB5F15RM3B05,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820783.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,SYMBT1,SYMBT1,SYMBT1,SYMBT1,AB5F15RM1B09 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,AB5F15RM1B09,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820784.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,SYMBT2,SYMBT2,SYMBT2,SYMBT2,BCB5F13RM3A03 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,BCB5F13RM3A03,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820785.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,SYMBT1,SYMBT1,SYMBT1,SYMBT1,BC95F15RM3E12 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,BC95F15RM3G11,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820786.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,SYMBT2,SYMBT2,SYMBT2,SYMBT2,BCB5F14RJ2D09 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,BCB5F14RJ2D09,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820787.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,Postgaardida,Postgaardida,Postgaardida,Postgaardida,BCI5F13RJ1C12 ,environmental,micro-oxic water (ENVO missing),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,BCI5F13RJ1C12,"micro-oxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820788.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,Postgaardida,Postgaardida,Postgaardida,Postgaardida,BC95F15RM2D12 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,BC95F15RM2D12,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820789.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,Postgaardida,Postgaardida,Postgaardida,Postgaardida,BC95F15RM2F08 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,BC95F15RM2F08,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820790.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,Postgaardida,Postgaardida,Postgaardida,Postgaardida,BC95F15RM3F05 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,BC95F15RM3F05,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820791.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,SYMBT2,SYMBT2,SYMBT2,SYMBT2,BCI5F13RJ6D01 ,environmental,micro-oxic water (ENVO missing),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,BCI5F13RJ6D01,"micro-oxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820792.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,Postgaardida,Postgaardida,Postgaardida,Postgaardida,BCB5F14RJ1G06 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,BCB5F14RJ1G06,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820793.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,SYMBT1,SYMBT1,SYMBT1,SYMBT1,AB5F15RM3G06 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,AB5F15RM3G06,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
GU820794.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,Postgaardida,Postgaardida,Postgaardida,Postgaardida,AB5F15RM4H07 ,environmental,anoxic water (ENVO:01000173),marine anoxic zone (ENVO:01000066),free-living,NA,NA,Caribbean Sea: Cariaco Basin,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)",uncultured euglenozoan,BC95F15RM3G09,"anoxic water column sample, Cariaco Basin, Caribbean Sea",NA,NA,"Protistan microbial observatory in the Cariaco Basin, Caribbean. I. Pyrosequencing vs Sanger insights into species richness","Edgcomb,V., Orsi,W., Bunge,J., Jeon,S., Christen,R., Leslin,C., Holder,M., Taylor,G.T., Suarez,P., Varela,R. and Epstein,S.","ISME J 5 (8), 1344-1356 (2011)"
