accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,taxon_9,taxon_10,taxon_11,name,source,env_material,env_biome,biotic_relationship,specific_host,host_name,geo_loc_name,publication,authors,journal,organism_gb,clone_gb,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
EU635608,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma121_D1_04,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma121_D1_04,500m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635656,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma121_D1_10,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma121_D1_10,500m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635674,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,DSPDII,DSPDII,DSPDII,DSPDII,DSPDII,uncultured marine diplonemid Ma121_D1_12,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma121_D1_12,500m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635651,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma121_D1_21,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma121_D1_21,500m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
AF303938,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Trypanosomatida,Leishmaniinae,Leishmaniinae,Leishmaniinae,Leishmania sp. MHOM/MQ/92/MAR1,isolate,bodily fluid (ENVO:02000019),NA,parasite,NA,NA,Martinique,A novel Leishmania from Martinique,"Noyes,H.A., Chance,M.L. and Dedet,J.P.",Unpublished,Leishmania sp. MHOM/MQ/92/MAR1,NA,NA,NA,Martinique,A novel Leishmania from Martinique,"Noyes,H.A., Chance,M.L. and Dedet,J.P.",Unpublished
FJ000071,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote BB2A02,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Mediterranean Sea: Bannock Basin,Protistan Community Patterns Within the Brine and Halocline of Deep Hypersaline Anoxic Basins,"Edgcomb,V.P., Orsi,W., Leslin,C., Epstein,S.S., Bunge,J., Jeon,S., Yaimov,M.M., Behnke,A. and Stoeck,T.",Unpublished,uncultured eukaryote,BB2A02,"Bannock Basin brine environment, Mediterranean Sea",NA,NA,Protistan Community Patterns Within the Brine and Halocline of Deep Hypersaline Anoxic Basins,"Edgcomb,V.P., Orsi,W., Leslin,C., Epstein,S.S., Bunge,J., Jeon,S., Yaimov,M.M., Behnke,A. and Stoeck,T.",Unpublished
FJ000076,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote BB2F06,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Mediterranean Sea: Bannock Basin,Protistan Community Patterns Within the Brine and Halocline of Deep Hypersaline Anoxic Basins,"Edgcomb,V.P., Orsi,W., Leslin,C., Epstein,S.S., Bunge,J., Jeon,S., Yaimov,M.M., Behnke,A. and Stoeck,T.",Unpublished,uncultured eukaryote,BB2F06,"Bannock Basin brine environment, Mediterranean Sea",NA,NA,Protistan Community Patterns Within the Brine and Halocline of Deep Hypersaline Anoxic Basins,"Edgcomb,V.P., Orsi,W., Leslin,C., Epstein,S.S., Bunge,J., Jeon,S., Yaimov,M.M., Behnke,A. and Stoeck,T.",Unpublished
FJ000090,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote 571C11,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Mediterranean Sea: Bannock Basin,Protistan Community Patterns Within the Brine and Halocline of Deep Hypersaline Anoxic Basins,"Edgcomb,V.P., Orsi,W., Leslin,C., Epstein,S.S., Bunge,J., Jeon,S., Yaimov,M.M., Behnke,A. and Stoeck,T.",Unpublished,uncultured eukaryote,571C11,"Bannock Basin interface environment, Mediterranean Sea",NA,NA,Protistan Community Patterns Within the Brine and Halocline of Deep Hypersaline Anoxic Basins,"Edgcomb,V.P., Orsi,W., Leslin,C., Epstein,S.S., Bunge,J., Jeon,S., Yaimov,M.M., Behnke,A. and Stoeck,T.",Unpublished
JN542578,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,MET6,MET6,MET6,MET6,uncultured kinetoplastid Discovery_IF_R,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Mediterranean Sea: Discovery Basin,Novel Active Kinetoplastids Associated with Hypersaline Anoxic Basins in the Eastern Mediterranean Deep-Sea,"Edgcomb,V.P., Orsi,W., Breiner,H.W., Stock,A., Filker,S., Yakimov,M.M. and Stoeck,T.",Deep Sea Res. Part I Oceanogr. Res. Pap. (2012) In press,uncultured kinetoplastid,Discovery_IF_R,"halocline and normsaline above-halocline water of Discovery deep-sea basin, eastern Mediterranean Sea",NA,NA,Novel Active Kinetoplastids Associated with Hypersaline Anoxic Basins in the Eastern Mediterranean Deep-Sea,"Edgcomb,V.P., Orsi,W., Breiner,H.W., Stock,A., Filker,S., Yakimov,M.M. and Stoeck,T.",Deep Sea Res. Part I Oceanogr. Res. Pap. (2012) In press
JN542579,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Eubodonida,Bodo,Bodo,Bodo,uncultured kinetoplastid Discovery_IF_R_B,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Mediterranean Sea: Discovery Basin,Novel Active Kinetoplastids Associated with Hypersaline Anoxic Basins in the Eastern Mediterranean Deep-Sea,"Edgcomb,V.P., Orsi,W., Breiner,H.W., Stock,A., Filker,S., Yakimov,M.M. and Stoeck,T.",Deep Sea Res. Part I Oceanogr. Res. Pap. (2012) In press,uncultured kinetoplastid,Discovery_IF_R_B,"halocline, brine and normsaline above-halocline water of Discovery deep-sea basin, eastern Mediterranean Sea",NA,NA,Novel Active Kinetoplastids Associated with Hypersaline Anoxic Basins in the Eastern Mediterranean Deep-Sea,"Edgcomb,V.P., Orsi,W., Breiner,H.W., Stock,A., Filker,S., Yakimov,M.M. and Stoeck,T.",Deep Sea Res. Part I Oceanogr. Res. Pap. (2012) In press
FJ000261,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote 452D08,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Mediterranean Sea: Discovery Basin,Protistan Community Patterns Within the Brine and Halocline of Deep Hypersaline Anoxic Basins,"Edgcomb,V.P., Orsi,W., Leslin,C., Epstein,S.S., Bunge,J., Jeon,S., Yaimov,M.M., Behnke,A. and Stoeck,T.",Unpublished,uncultured eukaryote,452D08,"Discovery Basin seawater, Mediterranean Sea",NA,NA,Protistan Community Patterns Within the Brine and Halocline of Deep Hypersaline Anoxic Basins,"Edgcomb,V.P., Orsi,W., Leslin,C., Epstein,S.S., Bunge,J., Jeon,S., Yaimov,M.M., Behnke,A. and Stoeck,T.",Unpublished
FJ000255,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SW1D09,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Mediterranean Sea: Discovery Basin,Protistan Community Patterns Within the Brine and Halocline of Deep Hypersaline Anoxic Basins,"Edgcomb,V.P., Orsi,W., Leslin,C., Epstein,S.S., Bunge,J., Jeon,S., Yaimov,M.M., Behnke,A. and Stoeck,T.",Unpublished,uncultured eukaryote,SW1D09,"Discovery Basin seawater, Mediterranean Sea",NA,NA,Protistan Community Patterns Within the Brine and Halocline of Deep Hypersaline Anoxic Basins,"Edgcomb,V.P., Orsi,W., Leslin,C., Epstein,S.S., Bunge,J., Jeon,S., Yaimov,M.M., Behnke,A. and Stoeck,T.",Unpublished
FJ000259,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SW1F01,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Mediterranean Sea: Discovery Basin,Protistan Community Patterns Within the Brine and Halocline of Deep Hypersaline Anoxic Basins,"Edgcomb,V.P., Orsi,W., Leslin,C., Epstein,S.S., Bunge,J., Jeon,S., Yaimov,M.M., Behnke,A. and Stoeck,T.",Unpublished,uncultured eukaryote,SW1F01,"Discovery Basin seawater, Mediterranean Sea",NA,NA,Protistan Community Patterns Within the Brine and Halocline of Deep Hypersaline Anoxic Basins,"Edgcomb,V.P., Orsi,W., Leslin,C., Epstein,S.S., Bunge,J., Jeon,S., Yaimov,M.M., Behnke,A. and Stoeck,T.",Unpublished
FJ000260,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SW1F04,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Mediterranean Sea: Discovery Basin,Protistan Community Patterns Within the Brine and Halocline of Deep Hypersaline Anoxic Basins,"Edgcomb,V.P., Orsi,W., Leslin,C., Epstein,S.S., Bunge,J., Jeon,S., Yaimov,M.M., Behnke,A. and Stoeck,T.",Unpublished,uncultured eukaryote,SW1F04,"Discovery Basin seawater, Mediterranean Sea",NA,NA,Protistan Community Patterns Within the Brine and Halocline of Deep Hypersaline Anoxic Basins,"Edgcomb,V.P., Orsi,W., Leslin,C., Epstein,S.S., Bunge,J., Jeon,S., Yaimov,M.M., Behnke,A. and Stoeck,T.",Unpublished
FJ000256,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SW2G05,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Mediterranean Sea: Discovery Basin,Protistan Community Patterns Within the Brine and Halocline of Deep Hypersaline Anoxic Basins,"Edgcomb,V.P., Orsi,W., Leslin,C., Epstein,S.S., Bunge,J., Jeon,S., Yaimov,M.M., Behnke,A. and Stoeck,T.",Unpublished,uncultured eukaryote,SW2G05,"Discovery Basin seawater, Mediterranean Sea",NA,NA,Protistan Community Patterns Within the Brine and Halocline of Deep Hypersaline Anoxic Basins,"Edgcomb,V.P., Orsi,W., Leslin,C., Epstein,S.S., Bunge,J., Jeon,S., Yaimov,M.M., Behnke,A. and Stoeck,T.",Unpublished
JN629946,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Prokinetoplastina,PRO2,PRO2,PRO2,PRO2,uncultured kinetoplastid IP_182,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,Mediterranean Sea: Ierapetra Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,IP_182,"Ierapetra Basin; sediment; 4,400 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629855,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured kinetoplastid IP_10,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,Mediterranean Sea: Ierapetra Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,IP_10,"Ierapetra Basin; sediment; 4,400 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629856,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,uncultured kinetoplastid IP_100,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,Mediterranean Sea: Ierapetra Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,IP_100,"Ierapetra Basin; sediment; 4,400 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629857,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured kinetoplastid IP_101,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,Mediterranean Sea: Ierapetra Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,IP_101,"Ierapetra Basin; sediment; 4,400 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629858,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,uncultured kinetoplastid IP_102,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,Mediterranean Sea: Ierapetra Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,IP_102,"Ierapetra Basin; sediment; 4,400 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629859,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,MET10,MET10,MET10,MET10,uncultured kinetoplastid IP_103,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,Mediterranean Sea: Ierapetra Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,IP_103,"Ierapetra Basin; sediment; 4,400 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629861,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,MET10,MET10,MET10,MET10,uncultured kinetoplastid IP_105,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,Mediterranean Sea: Ierapetra Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,IP_105,"Ierapetra Basin; sediment; 4,400 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629862,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchobodo,Rhynchobodo,Rhynchobodo,Rhynchobodo,uncultured kinetoplastid IP_106,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,Mediterranean Sea: Ierapetra Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,IP_106,"Ierapetra Basin; sediment; 4,400 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629863,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,MET10,MET10,MET10,MET10,uncultured kinetoplastid IP_107,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,Mediterranean Sea: Ierapetra Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,IP_107,"Ierapetra Basin; sediment; 4,400 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629864,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,MET9,MET9,MET9,MET9,uncultured kinetoplastid IP_108,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,Mediterranean Sea: Ierapetra Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,IP_108,"Ierapetra Basin; sediment; 4,400 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629866,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,uncultured kinetoplastid IP_11,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,Mediterranean Sea: Ierapetra Basin,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,IP_11,"Ierapetra Basin; sediment; 4,400 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
