accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,name,source,env_material,env_biome,biotic_relationship,specific_host,geo_loc_name,publication,authors,journal,organism_gb,clone_gb,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
LC126965.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Neovahlkampfiidae,Neovahlkampfia,Neovahlkampfia nana,isolate,respiration organ (UBERON:0000171),animal-associated environment (ENVO:01001002),NA,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)",Neovahlkampfia nana,NA,gills of rainbow trout,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)"
LC126966.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Neovahlkampfiidae,Neovahlkampfia,Neovahlkampfia nana,isolate,respiration organ (UBERON:0000171),animal-associated environment (ENVO:01001002),NA,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)",Neovahlkampfia nana,NA,gills of rainbow trout,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)"
LC126967.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Neovahlkampfiidae,Neovahlkampfia,Neovahlkampfia nana,isolate,respiration organ (UBERON:0000171),animal-associated environment (ENVO:01001002),NA,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)",Neovahlkampfia nana,NA,gills of rainbow trout,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)"
LC126968.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Neovahlkampfiidae,Neovahlkampfia,Neovahlkampfia nana,isolate,respiration organ (UBERON:0000171),animal-associated environment (ENVO:01001002),NA,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)",Neovahlkampfia nana,NA,gills of rainbow trout,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)"
LC126969.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Neovahlkampfiidae,Neovahlkampfia,Neovahlkampfia nana,isolate,respiration organ (UBERON:0000171),animal-associated environment (ENVO:01001002),NA,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)",Neovahlkampfia nana,NA,gills of rainbow trout,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)"
LC126970.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Neovahlkampfiidae,Neovahlkampfia,Neovahlkampfia nana,isolate,respiration organ (UBERON:0000171),animal-associated environment (ENVO:01001002),NA,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)",Neovahlkampfia nana,NA,gills of rainbow trout,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)"
LC126971.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Neovahlkampfiidae,Neovahlkampfia,Neovahlkampfia nana,isolate,respiration organ (UBERON:0000171),animal-associated environment (ENVO:01001002),NA,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)",Neovahlkampfia nana,NA,gills of rainbow trout,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)"
LC126972.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Neovahlkampfiidae,Neovahlkampfia,Neovahlkampfia nana,isolate,respiration organ (UBERON:0000171),animal-associated environment (ENVO:01001002),NA,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)",Neovahlkampfia nana,NA,gills of rainbow trout,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)"
LC126973.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Neovahlkampfiidae,Neovahlkampfia,Neovahlkampfia nana,isolate,respiration organ (UBERON:0000171),animal-associated environment (ENVO:01001002),NA,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)",Neovahlkampfia nana,NA,gills of rainbow trout,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)"
LC126974.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Neovahlkampfiidae,Neovahlkampfia,Neovahlkampfia nana,isolate,respiration organ (UBERON:0000171),animal-associated environment (ENVO:01001002),NA,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)",Neovahlkampfia nana,NA,gills of rainbow trout,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)"
LC126975.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Neovahlkampfiidae,Neovahlkampfia,Neovahlkampfia nana,isolate,respiration organ (UBERON:0000171),animal-associated environment (ENVO:01001002),NA,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)",Neovahlkampfia nana,NA,gills of rainbow trout,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)"
LC126976.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Neovahlkampfiidae,Neovahlkampfia,Neovahlkampfia nana,isolate,respiration organ (UBERON:0000171),animal-associated environment (ENVO:01001002),NA,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)",Neovahlkampfia nana,NA,gills of rainbow trout,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)"
LC126977.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Neovahlkampfiidae,Neovahlkampfia,Neovahlkampfia nana,isolate,respiration organ (UBERON:0000171),animal-associated environment (ENVO:01001002),NA,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)",Neovahlkampfia nana,NA,gills of rainbow trout,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)"
LC126978.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Neovahlkampfiidae,Neovahlkampfia,Neovahlkampfia nana,isolate,respiration organ (UBERON:0000171),animal-associated environment (ENVO:01001002),NA,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)",Neovahlkampfia nana,NA,gills of rainbow trout,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)"
LC126979.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Neovahlkampfiidae,Neovahlkampfia,Neovahlkampfia nana,isolate,respiration organ (UBERON:0000171),animal-associated environment (ENVO:01001002),NA,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)",Neovahlkampfia nana,NA,gills of rainbow trout,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)"
LC126980.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Neovahlkampfiidae,Neovahlkampfia,Neovahlkampfia nana,isolate,respiration organ (UBERON:0000171),animal-associated environment (ENVO:01001002),NA,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)",Neovahlkampfia nana,NA,gills of rainbow trout,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)"
LC126981.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade I,Neovahlkampfiidae,Neovahlkampfia,Neovahlkampfia nana,isolate,respiration organ (UBERON:0000171),animal-associated environment (ENVO:01001002),NA,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)",Neovahlkampfia nana,NA,gills of rainbow trout,Oncorhynchus mykiss,Italy,"Neovahlkampfia nana n. sp. Reinforcing an Underrepresented Subclade of Tetramitia, Heterolobosea","Tyml,T., Lares-Jimenez,L.F., Kostka,M. and Dykova,I.","J. Eukaryot. Microbiol. 64 (1), 78-87 (2017)"
FN668558.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade IV,Tetramitia clade IV,Oramoeba,Heterolobosea sp. SAN2,isolate,marine sediment (ENVO:03000033),marine (ENVO:00000447),free-living,NA,Italy,"Oramoeba fumarolia gen. nov., sp. nov., a new marine heterolobosean amoeboflagellate growing at 54C","De Jonckheere,J.F., Baumgartner,M., Eberhardt,S., Opperdoes,F.R. and Stetter,K.O.","Eur. J. Protist. 47 (1), 16-23 (2010)",Heterolobosea sp. SAN2,NA,marine sediment,NA,Italy:Ischia Island,"Oramoeba fumarolia gen. nov., sp. nov., a new marine heterolobosean amoeboflagellate growing at 54C","De Jonckheere,J.F., Baumgartner,M., Eberhardt,S., Opperdoes,F.R. and Stetter,K.O.","Eur. J. Protist. 47 (1), 16-23 (2010)"
EU860626.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade IV,Tetramitia clade IV,Parafumarolamoeba,TW-A1-1-2g,environmental,water (ENVO:00002006),anaerobic groundwater supply (ENVO missing),free-living,NA,Netherlands,"Free-living protozoa in two unchlorinated drinking water supplies, identified by phylogenic analysis of 18S rRNA gene sequences","Valster,R.M., Wullings,B.A., Bakker,G., Smidt,H. and van der Kooij,D.","Appl. Environ. Microbiol. 75 (14), 4736-4746 (2009)",uncultured eukaryote,TW-A1-1-2g,treated water of an anaerobic groundwater supply,NA,Netherlands,"Free-living protozoa in two unchlorinated drinking water supplies, identified by phylogenic analysis of 18S rRNA gene sequences","Valster,R.M., Wullings,B.A., Bakker,G., Smidt,H. and van der Kooij,D.","Appl. Environ. Microbiol. 75 (14), 4736-4746 (2009)"
EU860662.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade IV,Tetramitia clade IV,Parafumarolamoeba,TW-A1-1-11b,environmental,water (ENVO:00002006),anaerobic groundwater supply (ENVO missing),free-living,NA,Netherlands,"Free-living protozoa in two unchlorinated drinking water supplies, identified by phylogenic analysis of 18S rRNA gene sequences","Valster,R.M., Wullings,B.A., Bakker,G., Smidt,H. and van der Kooij,D.","Appl. Environ. Microbiol. 75 (14), 4736-4746 (2009)",uncultured eukaryote,TW-A1-1-11b,treated water of an anaerobic groundwater supply,NA,Netherlands,"Free-living protozoa in two unchlorinated drinking water supplies, identified by phylogenic analysis of 18S rRNA gene sequences","Valster,R.M., Wullings,B.A., Bakker,G., Smidt,H. and van der Kooij,D.","Appl. Environ. Microbiol. 75 (14), 4736-4746 (2009)"
GQ861576.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade IV,Tetramitia clade IV,Parafumarolamoeba,T0-euc.e.01,environmental,biofilm (ENVO:01000156),groundwater supply (ENVO missing),free-living,NA,France,"Effects of Disinfection on Legionella spp., Eukarya, and Biofilms in a Hot Water System","Farhat,M., Moletta-Denat,M., Frere,J., Onillon,S., Trouilhe,M.C. and Robine,E.","Appl. Environ. Microbiol. 78 (19), 6850-6858 (2012)",uncultured eukaryote,T0-euc.e.01,model hot water system biofilm,NA,NA,"Effects of Disinfection on Legionella spp., Eukarya, and Biofilms in a Hot Water System","Farhat,M., Moletta-Denat,M., Frere,J., Onillon,S., Trouilhe,M.C. and Robine,E.","Appl. Environ. Microbiol. 78 (19), 6850-6858 (2012)"
GU970100.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade IV,Tetramitia clade IV,Parafumarolamoeba,BLF-A-15euk-I-1-3b,environmental,biofilm (ENVO:00002034),groundwater supply (ENVO missing),free-living,NA,Netherlands,Detection of Protozoan Hosts for Legionella pneumophila in Engineered Water Systems by Using a Biofilm Batch Test,"Valster,R.M., Wullings,B.A. and van der Kooij,D.","Appl. Environ. Microbiol. 76 (21), 7144-7153 (2010)",uncultured eukaryote,BLF-A-15euk-I-1-3b,BBT with biomass from limestone filter-bed of groundwater supply A after incubation at 15 degrees C,NA,Netherlands,Detection of Protozoan Hosts for Legionella pneumophila in Engineered Water Systems by Using a Biofilm Batch Test,"Valster,R.M., Wullings,B.A. and van der Kooij,D.","Appl. Environ. Microbiol. 76 (21), 7144-7153 (2010)"
GU970137.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade IV,Tetramitia clade IV,Parafumarolamoeba,BLF-A-15euk-I-1-11a,environmental,biofilm (ENVO:00002034),groundwater supply (ENVO missing),free-living,NA,Netherlands,Detection of Protozoan Hosts for Legionella pneumophila in Engineered Water Systems by Using a Biofilm Batch Test,"Valster,R.M., Wullings,B.A. and van der Kooij,D.","Appl. Environ. Microbiol. 76 (21), 7144-7153 (2010)",uncultured eukaryote,BLF-A-15euk-I-1-11a,BBT with biomass from limestone filter-bed of groundwater supply A after incubation at 15 degrees C,NA,Netherlands,Detection of Protozoan Hosts for Legionella pneumophila in Engineered Water Systems by Using a Biofilm Batch Test,"Valster,R.M., Wullings,B.A. and van der Kooij,D.","Appl. Environ. Microbiol. 76 (21), 7144-7153 (2010)"
GU970145.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade IV,Tetramitia clade IV,Parafumarolamoeba,BLF-A-15euk-II-1-6b,environmental,biofilm (ENVO:00002034),groundwater supply (ENVO missing),free-living,NA,Netherlands,Detection of Protozoan Hosts for Legionella pneumophila in Engineered Water Systems by Using a Biofilm Batch Test,"Valster,R.M., Wullings,B.A. and van der Kooij,D.","Appl. Environ. Microbiol. 76 (21), 7144-7153 (2010)",uncultured eukaryote,BLF-A-15euk-II-1-6b,BBT with biomass from limestone filter-bed of groundwater supply A + Hv after incubation at 15 degrees C,NA,Netherlands,Detection of Protozoan Hosts for Legionella pneumophila in Engineered Water Systems by Using a Biofilm Batch Test,"Valster,R.M., Wullings,B.A. and van der Kooij,D.","Appl. Environ. Microbiol. 76 (21), 7144-7153 (2010)"
GU970181.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade IV,Tetramitia clade IV,Parafumarolamoeba,BLF-A-15euk-II-1-1c,environmental,biofilm (ENVO:00002034),groundwater supply (ENVO missing),free-living,NA,Netherlands,Detection of Protozoan Hosts for Legionella pneumophila in Engineered Water Systems by Using a Biofilm Batch Test,"Valster,R.M., Wullings,B.A. and van der Kooij,D.","Appl. Environ. Microbiol. 76 (21), 7144-7153 (2010)",uncultured eukaryote,BLF-A-15euk-II-1-1c,BBT with biomass from limestone filter-bed of groundwater supply A + Hv after incubation at 15 degrees C,NA,Netherlands,Detection of Protozoan Hosts for Legionella pneumophila in Engineered Water Systems by Using a Biofilm Batch Test,"Valster,R.M., Wullings,B.A. and van der Kooij,D.","Appl. Environ. Microbiol. 76 (21), 7144-7153 (2010)"
HQ998889.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade IV,Tetramitia clade IV,Parafumarolamoeba,CA-1-1-4d,environmental,drinking water (ENVO:00003064),waste treatment plant (ENVO:00002272),free-living,NA,Leeward Antilles,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)",uncultured eukaryote,CA-1-1-4d,treated water of supply CA-1 in the Caribbean region,NA,NA,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)"
HQ999738.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade IV,Tetramitia clade IV,Parafumarolamoeba,CA-3-4-5a,environmental,drinking water (ENVO:00003064),waste treatment plant (ENVO:00002272),free-living,NA,Leeward Antilles,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)",uncultured eukaryote,CA-3-4-5a,treated water of supply CA-3 in the Caribbean region,NA,NA,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)"
HQ999786.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade IV,Tetramitia clade IV,Parafumarolamoeba,CA-3-5-4d,environmental,drinking water (ENVO:00003064),waste treatment plant (ENVO:00002272),free-living,NA,Leeward Antilles,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)",uncultured eukaryote,CA-3-5-4d,distributed water of supply CA-3 in the Caribbean region,NA,NA,"Relationships between Free-Living Protozoa, Cultivable Legionella spp., and Water Quality Characteristics in Three Drinking Water Supplies in the Caribbean","Valster,R.M., Wullings,B.A., van den Berg,R. and van der Kooij,D.","Appl. Environ. Microbiol. 77 (20), 7321-7328 (2011)"
