accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,taxon_9,name,source,env_material,env_biome,biotic_relationship,specific_host,host_name,geo_loc_name,publication,authors,journal,organism_gb,clone_gb,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
AF052706,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Pseudotrypanosoma,Pseudotrypanosoma giganteum,Pseudotrypanosoma giganteum,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,105774,Porotermes adamsoni,Australia: Victoria: Cathedral Ranges,"Phylogenetic diversity of parabasalian symbionts from termites, including the phylogenetic position of Pseudotrypanosoma and Trichonympha","Keeling,P.J., Poulsen,N. and McFadden,G.I.","J. Eukaryot. Microbiol. 45 (6), 643-650 (1998)",Pseudotrypanosoma giganteum,1,NA,NA,NA,"Phylogenetic diversity of parabasalian symbionts from termites, including the phylogenetic position of Pseudotrypanosoma and Trichonympha","Keeling,P.J., Poulsen,N. and McFadden,G.I.","J. Eukaryot. Microbiol. 45 (6), 643-650 (1998)"
AF052707,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Pseudotrypanosoma,Pseudotrypanosoma giganteum,Pseudotrypanosoma giganteum,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,105774,Porotermes adamsoni,Australia: Victoria: Cathedral Ranges,"Phylogenetic diversity of parabasalian symbionts from termites, including the phylogenetic position of Pseudotrypanosoma and Trichonympha","Keeling,P.J., Poulsen,N. and McFadden,G.I.","J. Eukaryot. Microbiol. 45 (6), 643-650 (1998)",Pseudotrypanosoma giganteum,2,NA,NA,NA,"Phylogenetic diversity of parabasalian symbionts from termites, including the phylogenetic position of Pseudotrypanosoma and Trichonympha","Keeling,P.J., Poulsen,N. and McFadden,G.I.","J. Eukaryot. Microbiol. 45 (6), 643-650 (1998)"
AY886850,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas brumpti,Tetratrichomonas brumpti,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),commensal,50047,Geochelone carbonaria,Czech Republic,"New evolutionary lineages, unexpected diversity, and host specificity in the parabasalid genus Tetratrichomonas","Cepicka,I., Hampl,V., Kulda,J. and Flegr,J.","Mol. Phylogenet. Evol. 39 (2), 542-551 (2006)",Tetratrichomonas brumpti,42739,NA,Geochelone carbonaria,NA,"New evolutionary lineages, unexpected diversity, and host specificity in the parabasalid genus Tetratrichomonas","Cepicka,I., Hampl,V., Kulda,J. and Flegr,J.","Mol. Phylogenet. Evol. 39 (2), 542-551 (2006)"
AY886861,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas brumpti,Tetratrichomonas brumpti,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),commensal,66190,Geochelone radiata,Czech Republic,"New evolutionary lineages, unexpected diversity, and host specificity in the parabasalid genus Tetratrichomonas","Cepicka,I., Hampl,V., Kulda,J. and Flegr,J.","Mol. Phylogenet. Evol. 39 (2), 542-551 (2006)",Tetratrichomonas brumpti,NA,NA,Geochelone radiata,NA,"New evolutionary lineages, unexpected diversity, and host specificity in the parabasalid genus Tetratrichomonas","Cepicka,I., Hampl,V., Kulda,J. and Flegr,J.","Mol. Phylogenet. Evol. 39 (2), 542-551 (2006)"
AY886870,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas brumpti,Tetratrichomonas brumpti,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),commensal,86976,Testudo hermanni,Czech Republic,"New evolutionary lineages, unexpected diversity, and host specificity in the parabasalid genus Tetratrichomonas","Cepicka,I., Hampl,V., Kulda,J. and Flegr,J.","Mol. Phylogenet. Evol. 39 (2), 542-551 (2006)",Tetratrichomonas brumpti,NA,NA,Testudo hermanni,NA,"New evolutionary lineages, unexpected diversity, and host specificity in the parabasalid genus Tetratrichomonas","Cepicka,I., Hampl,V., Kulda,J. and Flegr,J.","Mol. Phylogenet. Evol. 39 (2), 542-551 (2006)"
AY886865,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9825,Sus scrofa domestica,Czech Republic,"New evolutionary lineages, unexpected diversity, and host specificity in the parabasalid genus Tetratrichomonas","Cepicka,I., Hampl,V., Kulda,J. and Flegr,J.","Mol. Phylogenet. Evol. 39 (2), 542-551 (2006)",Tetratrichomonas buttreyi,NA,NA,Sus scrofa,NA,"New evolutionary lineages, unexpected diversity, and host specificity in the parabasalid genus Tetratrichomonas","Cepicka,I., Hampl,V., Kulda,J. and Flegr,J.","Mol. Phylogenet. Evol. 39 (2), 542-551 (2006)"
AY886867,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9825,Sus scrofa domestica,Czech Republic,"New evolutionary lineages, unexpected diversity, and host specificity in the parabasalid genus Tetratrichomonas","Cepicka,I., Hampl,V., Kulda,J. and Flegr,J.","Mol. Phylogenet. Evol. 39 (2), 542-551 (2006)",Tetratrichomonas buttreyi,NA,NA,Sus scrofa f. domestica,NA,"New evolutionary lineages, unexpected diversity, and host specificity in the parabasalid genus Tetratrichomonas","Cepicka,I., Hampl,V., Kulda,J. and Flegr,J.","Mol. Phylogenet. Evol. 39 (2), 542-551 (2006)"
AY886869,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9825,Sus scrofa domestica,Czech Republic,"New evolutionary lineages, unexpected diversity, and host specificity in the parabasalid genus Tetratrichomonas","Cepicka,I., Hampl,V., Kulda,J. and Flegr,J.","Mol. Phylogenet. Evol. 39 (2), 542-551 (2006)",Tetratrichomonas buttreyi,NA,NA,Sus scrofa f. domestica,NA,"New evolutionary lineages, unexpected diversity, and host specificity in the parabasalid genus Tetratrichomonas","Cepicka,I., Hampl,V., Kulda,J. and Flegr,J.","Mol. Phylogenet. Evol. 39 (2), 542-551 (2006)"
HQ149978,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,feces (ENVO:00002003),mammalia-associated environment (ENVO missing),NA,88029,Semnopithecus entellus,Czech Republic,Extensive diversity of intestinal trichomonads of non-human primates,"Smejkalova,P., Petrzelkova,K.J., Pomajbikova,K., Modry,D. and Cepicka,I.","Parasitology 139 (1), 92-102 (2012)",Tetratrichomonas buttreyi,NA,NA,Semnopithecus entellus,NA,Extensive diversity of intestinal trichomonads of non-human primates,"Smejkalova,P., Petrzelkova,K.J., Pomajbikova,K., Modry,D. and Cepicka,I.","Parasitology 139 (1), 92-102 (2012)"
HQ149979,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,feces (ENVO:00002003),mammalia-associated environment (ENVO missing),NA,88029,Semnopithecus entellus,Czech Republic,Extensive diversity of intestinal trichomonads of non-human primates,"Smejkalova,P., Petrzelkova,K.J., Pomajbikova,K., Modry,D. and Cepicka,I.","Parasitology 139 (1), 92-102 (2012)",Tetratrichomonas buttreyi,NA,NA,Semnopithecus entellus,NA,Extensive diversity of intestinal trichomonads of non-human primates,"Smejkalova,P., Petrzelkova,K.J., Pomajbikova,K., Modry,D. and Cepicka,I.","Parasitology 139 (1), 92-102 (2012)"
JX565030,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9915,Bos indicus,Philippines: Laguna,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)",Tetratrichomonas buttreyi,NA,NA,cattle,Philippines,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)"
JX565038,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9915,Bos indicus,Philippines: Laguna,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)",Tetratrichomonas buttreyi,NA,NA,cattle,Philippines,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)"
JX565039,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9915,Bos indicus,Philippines: Laguna,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)",Tetratrichomonas buttreyi,NA,NA,cattle,Philippines,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)"
JX565040,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9915,Bos indicus,Philippines: Laguna,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)",Tetratrichomonas buttreyi,NA,NA,cattle,Philippines,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)"
JX565041,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9915,Bos indicus,Philippines: Laguna,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)",Tetratrichomonas buttreyi,NA,NA,cattle,Philippines,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)"
JX565042,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9915,Bos indicus,Philippines: Laguna,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)",Tetratrichomonas buttreyi,NA,NA,cattle,Philippines,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)"
JX565043,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9915,Bos indicus,Philippines: Laguna,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)",Tetratrichomonas buttreyi,NA,NA,cattle,Philippines,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)"
JX565044,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9915,Bos indicus,Philippines: Laguna,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)",Tetratrichomonas buttreyi,NA,NA,cattle,Philippines,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)"
JX565045,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9915,Bos indicus,Philippines: Laguna,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)",Tetratrichomonas buttreyi,NA,NA,cattle,Philippines,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)"
JX565046,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9825,Sus scrofa domestica,Philippines: Laguna,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)",Tetratrichomonas buttreyi,NA,NA,pig,Philippines,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)"
JX565047,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9825,Sus scrofa domestica,Philippines: Laguna,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)",Tetratrichomonas buttreyi,NA,NA,pig,Philippines,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)"
JX565048,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9825,Sus scrofa domestica,Philippines: Laguna,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)",Tetratrichomonas buttreyi,NA,NA,pig,Philippines,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)"
JX565049,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9825,Sus scrofa domestica,Philippines: Laguna,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)",Tetratrichomonas buttreyi,NA,NA,pig,Philippines,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)"
JX565050,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9825,Sus scrofa domestica,Philippines: Laguna,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)",Tetratrichomonas buttreyi,NA,NA,pig,Philippines,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)"
JX565051,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9825,Sus scrofa domestica,Philippines: Laguna,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)",Tetratrichomonas buttreyi,NA,NA,pig,Philippines,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)"
JX565052,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9825,Sus scrofa domestica,Philippines: Laguna,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)",Tetratrichomonas buttreyi,NA,NA,pig,Philippines,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)"
JX565053,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Trichomonadida,Trichomonadidae,Tetratrichomonas,Tetratrichomonas buttreyi,Tetratrichomonas buttreyi,isolate,intestine environment (ENVO:2100002),mammalia-associated environment (ENVO missing),commensal,9825,Sus scrofa domestica,Philippines: Batangas: Rosario,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)",Tetratrichomonas buttreyi,NA,NA,pig,Philippines,Molecular characterization of trichomonads isolated from animal hosts in the Philippines,"Dimasuay,K.G. and Rivera,W.L.","Vet. Parasitol. 196 (3-4), 289-295 (2013)"
